model,n_train,n_plays,mean_width,std_width,se_width,n_test,coverage,crps,mean_q,std_q,seed,alpha,timestamp
zoo_cnn_distributional,140,6313,14.222855333966445,4.1087061024847875,0.05169103955436974,6318.0,0.9091484647040202,0.013937734352796981,1.2880658436213992,0.67845471605905,209,0.1,2026-02-12T00:38:22.471889+00:00
ridge_multinomial,160,7206,21.3670465337132,8.588860948166703,0.10805522223411705,6318.0,0.9370053814498259,0.014474629771283854,0.3363406141183919,0.5788029486890844,209,0.1,2026-02-12T00:41:06.106474+00:00
tree_multiclass_hgbt,160,7206,14.315447926559038,3.9075575771210795,0.04916041893524332,6318.0,0.9146881924659702,0.014062051560071941,2.291389680278569,0.5033608117368006,209,0.1,2026-02-12T00:41:06.106486+00:00
zoo_cnn_distributional,160,7206,15.174422285533396,4.377757375561333,0.05507593486005795,6318.0,0.9140550807217473,0.013748213419474294,0.7367837923393479,0.7421449182814217,209,0.1,2026-02-12T00:41:06.106488+00:00
ridge_multinomial,180,8156,21.353118075340298,8.684077466965523,0.1092531275397515,6318.0,0.9351060462171573,0.014491777327836361,0.3013611902500791,0.4895954486132502,209,0.1,2026-02-12T00:44:27.821811+00:00
tree_multiclass_hgbt,180,8156,14.165558721114277,3.709936120943864,0.04667417186542472,6318.0,0.9145299145299145,0.013987006382032183,2.1886672997784107,0.4407436436538428,209,0.1,2026-02-12T00:44:27.821826+00:00
zoo_cnn_distributional,180,8156,13.539094650205762,3.793419804992143,0.047724468067354156,6318.0,0.9083570750237417,0.013596211849177987,0.7985121874010763,0.8185464955958236,209,0.1,2026-02-12T00:44:27.821828+00:00
ridge_multinomial,200,8995,21.363564419119975,8.579382759684208,0.10793597851029457,6318.0,0.9365305476416588,0.01448089395708019,0.3057929724596391,0.5201660663833665,209,0.1,2026-02-12T00:47:12.910027+00:00
tree_multiclass_hgbt,200,8995,13.983222538778094,4.016512962691613,0.05053117094444203,6318.0,0.9108895220006331,0.013975693134790348,2.062994618550174,0.6748528227749503,209,0.1,2026-02-12T00:47:12.910042+00:00
zoo_cnn_distributional,200,8995,18.587685976574864,8.826856513554066,0.11104941015541005,6318.0,0.929724596391263,0.014154299223596185,0.5299145299145299,0.703892044580448,209,0.1,2026-02-12T00:47:12.910043+00:00
